title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Super Zugan,Manga,21,PG-13 - Teens 13 or older,12303.0,Studio Deen,1992,Fall,156,25.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ai Tenchi Muyou!,Original,50,PG-13 - Teens 13 or older,6499.0,SmallStudio,2014,Fall,82,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5367.333333333333,1,0,0,0,0,1,1,0,0,0,0,0,5
Seisen Cerberus: Ryuukoku no Fatalités,Game,13,R - 17+ (violence & profanity),7892.0,SmallStudio,2016,Spring,85,24.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Happy☆Lesson (TV),Manga,13,PG-13 - Teens 13 or older,4450.0,Studio Hibari,2002,Spring,91,23.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2118.0,1,1,1,1,0,0,0,0,0,0,0,0,4
Wakakusa Monogatari: Nan to Jo-sensei,Unknown,40,G - All Ages,854.0,Nippon Animation,1993,Winter,337,25.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6972.0,0,0,0,0,1,1,0,0,0,0,0,0,4
Sora no Manimani,Manga,12,PG-13 - Teens 13 or older,3013.0,SmallStudio,2009,Summer,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4074.0,1,0,1,0,0,0,0,0,0,0,0,0,2
Tsugumomo,Manga,12,R+ - Mild Nudity,3110.0,SmallStudio,2017,Spring,78,24.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3110.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Gangsta.,Manga,12,R - 17+ (violence & profanity),1769.0,SmallStudio,2015,Summer,85,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3726.5,1,0,0,0,0,1,0,0,0,0,0,0,1
Otogizoushi,Original,26,PG-13 - Teens 13 or older,3382.0,Production I.G,2004,Summer,267,23.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Hanaukyou Maid-tai,Manga,12,R+ - Mild Nudity,4793.0,SmallStudio,2001,Spring,78,14.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409.333333333333,1,1,0,1,0,0,0,0,0,0,0,0,4
Saijaku Muhai no Bahamut,Light novel,12,PG-13 - Teens 13 or older,4049.0,Lerche,2016,Winter,78,23.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4049.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Flanders no Inu,Novel,52,G - All Ages,1767.0,Nippon Animation,1975,Winter,358,26.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2698.8,0,0,1,1,0,2,1,0,0,0,0,0,4
Joshiraku,Manga,13,PG-13 - Teens 13 or older,1525.0,J.C.Staff,2012,Summer,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1610.0,1,1,0,0,0,0,0,0,0,0,0,0,1
Petshop of Horrors,Manga,4,R - 17+ (violence & profanity),2198.0,Madhouse,1999,Spring,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2198.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Kousoku Denjin Albegus,Unknown,45,PG - Children,3783.0,Toei Animation,1983,Spring,337,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
Suzakinishi The Animation,Radio,12,PG-13 - Teens 13 or older,8332.0,feel.,2015,Summer,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Sekkou Boys,Original,12,PG-13 - Teens 13 or older,6168.0,SmallStudio,2016,Winter,78,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Hitsugi no Chaika: Avenging Battle,Light novel,10,R - 17+ (violence & profanity),2422.0,Bones,2014,Fall,64,23.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402.6666666666665,1,0,1,0,1,0,0,0,0,0,0,0,4
Kage kara Mamoru!,Light novel,12,PG-13 - Teens 13 or older,4851.0,SmallStudio,2006,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4851.0,2,0,0,0,0,0,0,0,0,0,0,0,4
Hanbun no Tsuki ga Noboru Sora,Light novel,6,PG-13 - Teens 13 or older,1269.0,SmallStudio,2006,Winter,43,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269.0,2,0,0,0,0,0,0,0,0,0,0,0,1
Vampire Holmes,Game,12,PG-13 - Teens 13 or older,9486.0,SmallStudio,2015,Spring,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Yuyushiki,4-koma manga,12,PG-13 - Teens 13 or older,1915.0,SmallStudio,2013,Spring,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3448.0,1,0,1,0,0,0,1,0,0,0,0,0,1
Yattokame Tanteidan,Unknown,14,G - All Ages,12753.0,unknown,2007,Fall,92,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Chiisana Obake Acchi, Kocchi, Socchi",Picture book,50,G - All Ages,6925.0,Studio Pierrot,1991,Spring,365,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ketsuekigata-kun! 4,Web manga,12,PG-13 - Teens 13 or older,5881.0,SmallStudio,2016,Winter,78,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Paniponi Dash!,Manga,26,PG-13 - Teens 13 or older,1560.0,Shaft,2005,Summer,176,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.0,1,1,0,0,0,0,0,0,0,0,0,0,4
Elf wo Karu Mono-tachi,Manga,12,PG-13 - Teens 13 or older,3157.0,SmallStudio,1996,Fall,78,24.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3113.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Light novel,12,R+ - Mild Nudity,4725.0,Silver Link.,2012,Fall,78,24.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.0,1,0,1,0,0,0,0,0,0,0,0,0,4
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",Radio,5,G - All Ages,8669.0,DLE,2015,Summer,29,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,5
Moyashimon Returns,Manga,11,PG-13 - Teens 13 or older,2655.0,SmallStudio,2012,Summer,71,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,817.3333333333334,1,0,0,0,1,0,1,0,0,0,0,0,2
Hikaru no Go,Manga,75,PG-13 - Teens 13 or older,349.0,Studio Pierrot,2001,Fall,533,23.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1069.75,1,1,0,1,0,1,0,0,0,0,0,0,1
GetBackers,Manga,49,PG-13 - Teens 13 or older,1129.0,Studio Deen,2002,Fall,351,24.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1129.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Original,6,PG-13 - Teens 13 or older,1121.0,SmallStudio,2017,Fall,43,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1748.0,0,0,0,0,1,0,0,0,0,0,0,0,4
Sasami-san@Ganbaranai,Light novel,12,PG-13 - Teens 13 or older,4675.0,Shaft,2013,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4675.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Pi Po Pa Po Patrol-kun,Unknown,65,G - All Ages,11756.0,unknown,2000,Winter,94,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Babel Nisei (2001),Manga,13,PG-13 - Teens 13 or older,7704.0,SmallStudio,2001,Fall,85,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6381.666666666667,1,0,0,2,0,0,0,0,0,0,0,0,5
Tobe! Isami,Original,50,PG-13 - Teens 13 or older,2407.0,SmallStudio,1995,Spring,358,25.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2407.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Texhnolyze,Original,22,R+ - Mild Nudity,932.0,Madhouse,2003,Spring,162,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Idaten Jump,Manga,52,PG - Children,3999.0,Production I.G,2005,Fall,365,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
M3: Sono Kuroki Hagane,Original,24,R - 17+ (violence & profanity),4803.0,Satelight,2014,Spring,162,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902.0,1,0,0,0,0,1,0,0,0,0,0,0,4
Mikakunin de Shinkoukei,4-koma manga,12,PG-13 - Teens 13 or older,1530.0,Doga Kobo,2014,Winter,78,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2521.333333333333,1,0,2,0,0,0,0,0,0,0,0,0,1
Hoshizora e Kakaru Hashi,Visual novel,12,R+ - Mild Nudity,3674.0,Doga Kobo,2011,Spring,78,25.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Tantei Gakuen Q,Manga,45,PG-13 - Teens 13 or older,805.0,Studio Pierrot,2003,Spring,341,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,805.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Kyoukai no Rinne (TV),Manga,25,PG-13 - Teens 13 or older,3707.0,Brain&#039;s Base,2015,Spring,169,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5208.0,1,1,0,0,0,0,1,0,0,0,0,0,4
Onigiri,Game,13,PG-13 - Teens 13 or older,8457.0,SmallStudio,2016,Spring,85,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8457.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Kamichu!,Original,12,G - All Ages,1730.0,Brain&#039;s Base,2005,Summer,91,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1579.0,1,0,1,0,0,0,0,0,0,0,0,0,4
Yoshimoto Muchikko Monogatari,Unknown,47,PG-13 - Teens 13 or older,12778.0,Shin-Ei Animation,1998,Fall,376,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kinnikuman II Sei: Ultimate Muscle,Manga,13,PG-13 - Teens 13 or older,3679.0,Toei Animation,2004,Spring,85,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2384.0,0,1,1,0,1,0,0,0,0,0,0,0,3
Peace Maker Kurogane,Manga,24,R - 17+ (violence & profanity),2038.0,Gonzo,2003,Fall,169,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1386.6666666666667,1,1,1,0,0,0,0,0,0,0,0,0,2
Weiß Kreuz,Unknown,25,PG-13 - Teens 13 or older,4298.0,SmallStudio,1998,Spring,176,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2842.6666666666665,1,2,0,0,0,0,0,0,0,0,0,0,3
Denpa Onna to Seishun Otoko,Light novel,12,PG-13 - Teens 13 or older,2517.0,Shaft,2011,Spring,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2310.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Sayonara Zetsubou Sensei,Manga,12,R - 17+ (violence & profanity),583.0,Shaft,2007,Summer,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048.75,1,1,1,0,0,1,0,0,0,0,0,0,1
Dance in the Vampire Bund,Manga,12,R+ - Mild Nudity,2917.0,Shaft,2010,Winter,85,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4011.0,1,0,0,0,0,1,0,0,0,0,0,0,4
Lost Universe,Light novel,26,PG-13 - Teens 13 or older,3267.0,SmallStudio,1998,Spring,176,22.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3267.0,2,0,0,0,0,0,0,0,0,0,0,0,4
Ryuugajou Nanana no Maizoukin (TV),Light novel,11,PG-13 - Teens 13 or older,2474.0,A-1 Pictures,2014,Spring,71,23.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4955.0,1,0,1,0,0,0,1,0,0,0,0,0,4
Chikyuu Bouei Kigyou Dai-Guard,Original,26,PG-13 - Teens 13 or older,2767.0,Xebec,1999,Fall,176,25.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Turn A Gundam,Original,50,PG-13 - Teens 13 or older,1009.0,SmallStudio,1999,Spring,372,24.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1193.1666666666667,3,0,0,0,0,2,0,0,0,0,1,0,4
Yuri Kuma Arashi,Original,12,R - 17+ (violence & profanity),3023.0,Silver Link.,2015,Winter,85,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3023.0,2,0,0,0,0,0,0,0,0,0,0,0,4
Fune wo Amu,Novel,11,PG-13 - Teens 13 or older,1144.0,Zexcs,2016,Fall,71,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1144.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Slayers Try,Light novel,26,PG-13 - Teens 13 or older,689.0,J.C.Staff,1997,Spring,176,23.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1487.75,1,1,0,0,2,0,0,0,0,0,0,0,4
Ixion Saga DT,Game,25,PG-13 - Teens 13 or older,2340.0,Brain&#039;s Base,2012,Fall,176,24.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Yuusei Shounen Papii,Unknown,52,PG - Children,6601.0,SmallStudio,1965,Summer,359,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Yumekui Merry,Manga,13,PG-13 - Teens 13 or older,3436.0,J.C.Staff,2011,Winter,92,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3436.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Zettai Muteki Raijin-Oh,Original,51,G - All Ages,3726.0,Sunrise,1991,Spring,358,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4582.666666666667,0,1,0,0,0,0,0,0,2,0,0,0,3
Piano,Original,10,G - All Ages,7181.0,OLM,2002,Fall,64,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,5
Domo TV,Original,26,G - All Ages,5911.0,SmallStudio,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5151.0,0,0,0,0,0,0,0,0,0,0,1,0,5
Les Misérables: Shoujo Cosette,Novel,52,G - All Ages,588.0,Nippon Animation,2007,Winter,358,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,4
ChäoS;HEAd,Visual novel,12,R - 17+ (violence & profanity),5508.0,Madhouse,2008,Fall,78,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3177.5,1,1,0,1,0,0,0,0,3,0,0,0,5
Jungle Book Shounen Mowgli,Unknown,52,G - All Ages,3677.0,Nippon Animation,1989,Fall,386,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chuunibyou demo Koi ga Shitai!,Light novel,12,PG-13 - Teens 13 or older,711.0,Kyoto Animation,2012,Fall,78,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2201.4,1,1,2,0,0,1,0,0,0,0,0,0,1
Choboraunyopomi Gekijou Ai Mai Mii,4-koma manga,13,PG-13 - Teens 13 or older,7615.0,Seven,2013,Winter,84,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3662.5,1,1,0,0,0,0,0,0,0,0,0,0,5
Zoids,Unknown,67,PG - Children,1794.0,Xebec,1999,Fall,477,25.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936.8,1,0,0,0,0,0,1,3,0,0,0,0,4
Matantei Loki Ragnarok,Manga,26,PG-13 - Teens 13 or older,2073.0,Studio Deen,2003,Spring,176,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2
Yuusha Tokkyuu Might Gaine,Original,47,G - All Ages,3397.0,Sunrise,1993,Winter,360,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532.75,1,0,0,0,0,0,0,0,7,0,0,0,4
Love Live! School Idol Project 2nd Season,Other,13,PG-13 - Teens 13 or older,570.0,Sunrise,2014,Spring,85,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1787.8,0,1,1,0,1,1,1,0,0,0,0,0,1
Lady Georgie,Manga,45,PG-13 - Teens 13 or older,2575.0,SmallStudio,1983,Spring,323,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4
