title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
Sankarea: Wagahai mo... Zombie de Aru...,1877.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
ef: A Tale of Melodies.,864.3333333333334,1,0,0,0,2,0,0,0,0,0,0,0
Aru Tabibito no Nikki,5661.0,0,0,1,0,0,0,0,0,0,0,0,0
Kagirohi: Shaku Kei,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Black★Rock Shooter (OVA),1580.25,2,0,0,1,1,0,0,0,0,0,0,0
Makyou Gaiden Le Deus,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Monochrome: The Animation 3,5292.0,0,0,0,0,1,0,0,0,0,0,0,0
Tales of Zestiria the X 2nd Season,1710.0,0,0,0,0,1,0,0,0,0,0,0,0
Ushiro no Shoumen Daare,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Higurashi no Naku Koro ni Rei,64.33333333333333,2,0,0,0,1,0,0,0,0,0,0,0
Ooyasan wa Shishunki!,5798.0,1,0,0,0,0,0,0,0,0,1,0,0
Jigoku Sensei Nube: Gozen 0 toki Nube Shisu!,1198.0,0,0,0,0,0,0,0,0,0,0,1,0
Qin Shi Ming Yue: Ye Jin Tianming,1942.3333333333333,0,1,0,0,1,0,0,4,0,0,0,0
Amagami SS+ Plus Picture Drama,1452.0,0,0,0,0,0,0,1,0,0,0,0,0
Ba La La Xiao Mo Xian Zhi: Qiji Wubu,6710.5,0,1,0,0,1,0,0,0,0,0,0,0
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,30.0,0,0,0,0,0,0,0,1,0,0,0,0
Shin Atashin&#039;chi,2060.0,1,0,0,0,1,0,0,0,0,0,0,0
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,6348.0,0,1,0,0,0,0,0,0,0,0,0,0
Fate/Apocrypha,4966.333333333333,1,0,0,0,0,2,0,0,0,0,0,0
Wish,4870.0,1,0,0,0,0,0,0,0,0,0,0,0
Katte ni Kaizou,4267.5,1,0,1,0,0,0,0,0,0,0,0,0
Namiuchigiwa no Muromi-san,3877.5,1,0,1,0,0,0,0,0,0,0,0,0
Beast Wars Neo,6423.0,0,0,1,0,1,0,0,0,0,0,0,0
Chikyuu Bouei Kazoku,0.0,0,0,1,0,0,0,0,0,0,0,0,0
Hello! Lady Lynn,1201.0,0,0,0,0,1,0,0,0,0,0,0,0
Fairy Tail Movie 1: Houou no Miko,1049.6666666666667,0,0,0,0,1,0,1,0,0,0,1,0
The☆Ultraman,3553.5,0,0,0,0,0,0,1,0,3,0,0,0
Boukyaku no Senritsu,5983.0,1,0,0,0,0,0,0,0,0,0,0,0
Kappamaki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gyo,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Kuroko no Basket 2nd Season NG-shuu,109.0,0,0,0,0,0,0,1,0,0,0,0,0
Battle Athletess Daiundoukai,1779.0,1,0,0,1,0,0,0,0,0,0,0,0
Kill Me Baby,3506.0,1,0,1,0,0,0,0,0,0,0,0,0
Gear Fighter Dendoh,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,12919.0,0,0,0,1,1,0,0,0,0,0,0,0
Mobile Suit Gundam AGE: Memory of Eden,5339.0,0,0,0,0,0,0,0,0,0,0,0,1
Akage no Anne Specials,957.0,0,0,0,0,0,0,0,0,0,0,0,1
Top wo Nerae! Gunbuster,1563.3333333333333,1,1,1,1,0,2,0,0,0,0,0,0
Macross Plus,1381.6666666666667,0,1,0,1,1,0,0,0,0,0,0,0
Pokemon: Pikachu no Dokidoki Kakurenbo,2709.0,0,0,0,0,0,0,1,0,0,0,1,0
Bakunyuu Shimai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kiniro Mosaic: Pretty Days,1769.0,1,0,0,0,1,0,0,0,0,0,0,0
Tsukuyomi: Moon Phase,2302.5,1,0,1,0,0,0,0,0,0,0,0,0
Senjou no Valkyria 3: Tagatame no Juusou,1086.0,0,0,0,0,0,0,0,0,1,0,0,0
Grisaia no Kajitsu Specials,1445.5,0,1,0,0,0,0,0,0,0,0,1,0
Yuuki Yuuna wa Yuusha de Aru,2770.0,1,1,0,0,1,1,1,0,0,0,0,0
Nisekoi OVA,1349.75,2,0,0,0,0,0,1,0,0,0,1,0
Shin Ringetsu,12919.0,0,0,0,1,0,0,0,0,0,1,0,0
Nozomi Witches,5999.0,1,0,0,0,0,0,0,0,0,0,0,0
DigiGirl Pop!: Strawberry & Pop Mix Flavor,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hungry Days: Aoharu ka yo.,921.3333333333334,0,0,0,3,0,0,0,0,0,0,0,0
Tengen Toppa Gurren Lagann: Parallel Works,1715.0,0,1,0,0,0,0,0,0,1,0,0,0
Kouryuu Densetsu Villgust,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoromatic End Year Special,2577.0,0,0,0,0,0,0,0,0,0,0,1,0
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,4709.0,0,0,0,0,1,0,0,0,0,0,0,0
Kimi ga Nozomu Eien: Next Season,2238.0,0,0,0,1,0,0,0,0,0,0,0,0
Kamikaze Kaitou Jeanne,1577.0,1,0,0,0,0,0,0,0,0,0,0,0
Tenpou Suikoden Neo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yakushiji Ryouko no Kaiki Jikenbo,1493.0,1,0,0,0,0,1,0,0,0,0,0,0
Kaze Tachinu,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Love Live! Sunshine!! 2nd Season,943.6666666666666,0,1,0,0,1,0,1,0,0,0,0,0
Angel Core: Tenshi-tachi no Sumika,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kimagure Orange☆Road: Shounen Jump Special,1169.0,1,0,0,0,0,0,0,1,0,0,0,0
Tottoko Hamtarou Hai!,3513.0,0,0,0,0,1,0,0,0,0,0,0,0
Dallos,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Mobile Suit Gundam Thunderbolt: December Sky,980.0,1,1,0,1,0,0,0,0,0,0,0,0
Machine Robo: Cronos no Dai Gyakushuu,1294.6666666666667,0,1,0,0,0,0,0,2,0,0,0,0
Mozu no Nie,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Needless,3163.0,1,0,1,0,0,0,0,0,0,0,0,0
"Naruto Shippuuden: Shippuu! ""Konoha Gakuen"" Den",337.0,0,0,0,0,0,0,0,0,0,0,1,0
Boogiepop wa Warawanai: Boogiepop Phantom,0.0,1,0,0,0,0,0,1,0,0,0,0,0
Tenshi no Drop,9475.0,1,0,0,0,0,0,0,0,0,0,0,0
Macross 7 Plus,2731.0,0,0,0,0,0,0,0,0,0,0,1,0
Bokurano,3862.5,1,0,0,0,0,1,0,0,0,0,0,0
Ikenai Koto The Animation,8612.666666666666,1,1,0,0,0,0,1,0,0,0,0,0
Precure All Stars GoGo Dream Live!,2068.0,0,1,0,0,0,0,0,0,0,0,1,0
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,1422.3333333333333,0,1,1,0,1,0,0,0,0,0,0,0
F-Zero: Falcon Densetsu,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Cat,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Choujin Densetsu Urotsukidouji,10335.2,1,2,0,1,0,1,0,0,0,0,0,0
City Hunter 3,1022.8,1,1,2,0,1,0,0,0,0,0,0,0
Fushigi Yuugi OVA,1400.3333333333333,1,1,0,0,1,0,0,0,0,0,0,0
Initial D Fifth Stage,168.33333333333334,1,1,0,0,1,0,0,0,0,0,0,0
Senya Ichiya Monogatari,12919.0,0,0,0,0,0,0,2,0,0,0,0,0
Kowaremono: Risa The Animation,8612.666666666666,1,1,0,0,0,0,1,0,0,0,0,0
Time Bokan 2000: Kaitou Kiramekiman,5136.0,0,0,0,0,0,0,0,0,1,0,0,0
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,1676.0,0,0,0,0,0,0,1,0,0,0,0,0
Akadou Suzunosuke,7609.0,1,0,0,0,0,0,0,0,0,0,0,0
Shino-sensei no Yuuwaku Jugyou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Di Gi Charat Summer Special 2000,4232.0,0,0,0,0,1,0,0,0,0,0,0,0
91 Days Recap,710.0,0,0,0,0,0,0,0,0,0,0,0,1
Legend of Crystania OVA,4300.5,0,0,0,0,1,0,0,0,0,1,0,0
Umi kara no Shisha,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Road: Bara to Dokuro no Monshou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
DearS,4169.5,1,0,1,0,0,0,0,0,0,0,0,0
Panyo Panyo Di Gi Charat,4232.0,0,1,0,0,0,0,0,0,0,0,0,0
Garden,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit SD Gundam Mk II,6506.5,0,1,0,0,1,0,0,0,0,0,0,0
Battle Spirits: Heroes,3290.5,0,1,0,0,1,0,0,0,0,0,0,0
Bakusou Kyoudai Let&#039;s & Go WGP,2951.6666666666665,0,1,1,0,1,0,0,0,0,0,0,0
Amaama to Inazuma,1420.0,1,0,0,0,0,0,0,0,0,0,0,0
Boku no Hero Academia,917.75,1,1,1,0,0,1,0,0,0,0,0,0
Kurokami: Tora to Tsubasa,2619.0,0,0,0,0,0,0,0,0,0,0,1,0
Basquash!,2298.0,1,0,0,0,0,0,0,0,0,0,0,0
To LOVE-Ru Darkness OVA,1091.3333333333333,1,0,0,0,0,0,0,0,0,0,2,0
Peter Pan no Bouken,2324.5,0,0,0,0,0,1,0,0,0,1,0,0
Hello! Sandybell,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Days&#039;&#039;: Limone Resort Tenbou Onsen!,4394.5,0,0,0,0,1,0,1,0,0,0,0,0
Fate/kaleid liner Prisma☆Illya,2835.8333333333335,2,1,2,0,0,0,0,0,1,0,0,0
Tokyogurashi!,1129.0,0,0,0,0,0,0,1,0,0,0,0,0
Eureka Seven: New Order,185.0,1,0,0,0,0,0,0,0,0,0,0,1
"Dakara Boku wa, H ga Dekinai. OVA",4030.0,1,0,0,0,1,0,0,0,0,0,0,0
Gall Force 3: Stardust War,5703.5,0,1,0,0,1,0,0,0,0,0,0,0
Mekakucity Records,2481.0,0,0,0,1,0,0,4,0,0,0,0,0
Cobra The Animation,1120.0,2,0,0,0,1,0,0,0,0,0,0,0
Suzumiya Haruhi no Yuuutsu (2009),1269.0,1,1,0,0,1,0,0,1,0,0,0,0
Ketsuekigata-kun! 2,5256.0,0,1,0,0,1,0,0,0,0,0,0,0
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,1482.0,0,0,0,0,0,0,0,0,0,0,1,0
Dededen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Towa no Quon 4: Guren no Shoushin,848.0,1,1,0,0,1,0,0,0,0,0,0,0
Karasu Tengu Kabuto,2265.5,1,0,1,0,0,0,0,0,0,0,0,0
BaBuKa: Gokudou no Tsuma,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Watashi wa, Kairaku Izonshou",12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Gad Guard,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf Guy,8274.0,1,0,0,0,0,0,0,0,0,0,0,0
SD Gundam Sangokuden Brave Battle Warriors,3793.5,0,0,0,1,0,0,0,0,0,0,1,0
Tantei Kageki Milky Holmes TD,5336.5,0,1,0,0,1,0,0,0,0,0,0,0
UFO Robo Grendizer tai Great Mazinger,1231.0,1,0,0,0,0,0,1,0,0,0,0,0
Captain Tsubasa: Asu ni Mukatte Hashire!,2173.0,0,0,0,0,0,0,0,0,0,0,1,0
PriPara Movie: Mi~nna no Akogare♪ Let&#039;s Go☆Prix Paris,1311.0,0,0,0,0,0,0,1,0,0,0,0,0
Run=Dim,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kara no Kyoukai 5: Mujun Rasen,1741.0,1,1,0,0,1,1,1,0,0,0,0,0
Sensei no Ojikan: Doki Doki School Hours OVA,4512.0,0,0,0,0,1,0,0,0,0,0,0,0
Tasogare Otome x Amnesia: Taima Otome,644.0,0,0,0,0,1,0,0,0,0,0,0,0
High School DxD BorN: Yomigaeranai Fushichou,574.0,0,1,0,0,1,0,0,0,0,0,0,0
Osomatsu-san Short Film Series 2nd Season,3028.5,0,0,0,0,1,0,0,0,0,0,1,0
Eureka Seven AO Final Episode: One More Time - Lord Don&#039;t Slow Me Down,4265.0,0,0,0,0,1,0,0,0,0,0,0,0
Handsome Girl,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Sengoku Musou,2452.0,0,0,0,0,1,0,1,0,0,0,0,0
Shin Angyo Onshi,3757.0,1,0,0,0,0,0,0,0,0,0,0,0
Idol Memories,0.0,0,0,0,0,0,0,0,0,0,0,0,0
One Piece: Heart of Gold,192.0,0,1,0,0,0,0,0,0,0,0,1,0
Deadman Wonderland: Akai Knife Tsukai,1966.0,0,0,0,0,0,0,0,0,0,0,1,0
Hai to Gensou no Grimgar,2897.5,1,0,1,0,0,0,0,0,0,0,0,0
V.G.Neo The Animation,7906.0,0,0,0,0,0,0,0,0,1,0,0,0
Christmas,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tsuukin Kairaku: Chikan de Go!!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hori-san to Miyamura-kun,1973.0,1,0,0,0,0,0,0,0,0,0,0,0
IGPX: Immortal Grand Prix (2005) 2nd Season,2847.0,0,0,0,0,1,0,0,0,0,0,0,0
Toaru Hikuushi e no Tsuioku,1836.0,1,0,0,0,0,0,0,1,0,0,0,0
Arslan Senki (TV): Dakkan no Yaiba,838.0,0,0,0,0,0,0,0,0,0,0,0,1
Noragami OVA,301.0,2,0,0,0,0,0,1,0,0,0,1,0
True Blue: Gaiden,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Acchi Kocchi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,7175.333333333333,1,0,1,1,0,0,0,0,0,0,0,0
Sora no Otoshimono: Tokeijikake no Angeloid,2167.0,1,1,0,0,1,0,0,0,0,0,0,0
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,1041.0,0,0,0,0,0,0,0,0,0,0,0,1
Usavich III,3415.0,0,1,0,0,1,0,0,0,0,0,0,0
Chi&#039;s Sweet Home,832.5,1,1,0,0,0,0,0,0,0,0,0,0
Baby Steps 2nd Season,625.0,1,0,0,0,1,0,0,0,0,0,0,0
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,1524.5,1,0,0,0,1,0,0,0,0,0,0,0
Onna Kyoushi Yumi no Houkago,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Heisa Byoutou,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
Okusama wa Michael,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy Tail OVA (2016),397.0,0,0,0,0,0,0,0,0,0,0,1,0
Kaidan Restaurant,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Maid-san to Boin Damashii,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Atarashii Sekai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Break Blade 4: Sanka no Chi,1370.75,1,1,0,1,1,0,0,0,0,0,0,0
Miami Guns,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Nurarihyon no Mago Recaps,2856.5,0,1,0,0,0,0,0,0,0,0,0,1
Fullmetal Alchemist: Reflections,247.0,0,0,0,0,0,0,0,0,0,0,0,1
Kuroshitsuji: Book of Murder,289.0,1,1,0,0,1,0,0,0,0,0,0,0
Wagamama High Spec,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Henkei Shoujo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,1254.8333333333333,1,2,0,3,0,0,0,0,0,0,0,0
Efficus: Kono Omoi o Kimi ni...,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Flanders no Inu (Movie),1767.0,0,0,0,0,0,0,0,0,0,0,0,1
Inyoku Tokkyuu Zetsurinou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yuki Terai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
The iDOLM@STER: 765 Pro to Iu Monogatari,1798.5,0,1,0,0,1,0,0,0,0,0,0,0
Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,4004.0,0,0,0,0,0,0,2,0,0,0,0,0
Hells,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Shoujo Shuumatsu Ryokou,2953.0,1,0,0,0,0,0,1,0,0,0,0,0
Kyousou Giga (TV) Recaps,2376.0,0,0,0,0,0,0,0,0,0,0,0,3
Seikon no Qwaser: Jotei no Shouzou,4724.0,1,0,0,0,0,0,0,0,0,0,1,0
Yaoguai Mingdan 2nd Season,3324.0,1,0,0,0,1,0,0,0,0,0,0,0
Koharu Biyori,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Alice SOS,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Fault!!,12919.0,0,1,0,0,0,0,0,0,0,0,0,0
Hakuouki Movie 1: Kyoto Ranbu,1654.3333333333333,0,1,0,2,0,0,0,0,0,0,0,0
Chirorin Mura Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Nogizaka Haruka no Himitsu: Finale,2465.5,1,0,0,0,1,0,0,0,0,0,0,0
Transformers Micron Densetsu,3865.0,0,1,0,0,0,0,0,0,1,0,0,0
Zoids Genesis,2296.25,0,0,0,0,0,0,1,3,0,0,0,0
Milkyway,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Bananya,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Bokura no Sex,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
PePePePengiin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Selector Destructed WIXOSS Movie,1956.5,0,0,0,0,0,0,0,0,0,0,2,0
Noramimi,2885.0,1,1,0,0,0,0,0,0,0,0,0,0
Aku no Onna Kanbu: Full Moon Night,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Gin no Otoko,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gantz 2nd Stage,2304.0,1,0,0,0,1,0,1,0,0,0,0,0
Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e Picture Drama,2554.0,0,0,0,0,0,0,1,0,0,0,0,0
Uchuu Icchokusen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Moetan Specials,5569.0,1,0,0,0,0,0,0,0,0,0,1,0
It Girl,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Half,3592.0,1,0,0,0,0,0,0,0,0,0,0,0
Comet Lucifer: Garden Indigo no Shasou kara,7452.0,0,0,0,0,0,0,0,0,0,0,1,0
Stratos 4 Advance Kanketsu-hen,3826.0,0,0,0,0,1,0,0,0,0,0,0,0
Toshi Densetsu Monogatari Hikiko,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Agatha Christie no Meitantei Poirot to Marple,3761.0,1,0,0,0,0,0,0,0,0,0,0,0
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,404.0,0,0,0,0,0,0,0,0,0,0,1,0
Kara no Naka no Kotori,12919.0,0,1,0,0,0,0,0,0,0,0,0,0
Yu☆Gi☆Oh! Zexal,3047.25,1,1,1,0,0,0,5,0,0,0,0,0
Pet Life,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Yowamushi Pedal: Re:Generation,771.0,0,0,0,0,0,0,0,0,0,0,0,1
Pupipo!,4049.0,1,0,0,0,0,0,0,0,0,0,0,0
Plastic Little,6655.0,1,0,0,0,0,0,0,0,0,0,0,0
Fate/Apocrypha: Seihai Daisen Kaimaku-hen,2840.0,0,0,0,0,0,0,0,0,0,0,0,1
Shinmai Maou no Testament Burst OVA,3058.0,0,0,0,0,0,0,0,0,0,0,1,0
Fairy Tail OVA,452.0,1,0,0,0,0,0,0,0,0,0,1,0
Detatoko Princess,7131.0,1,0,0,0,0,0,0,0,0,0,0,0
M Ogui: Last Order,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Silent Möbius: The Motion Picture,4677.333333333333,1,1,0,1,0,0,0,0,0,0,0,0
Onmyouji Ayakashi no Megami: Inran Jubaku,12919.0,0,0,0,0,1,0,0,0,0,0,0,0
Nozo x Kimi,5230.0,1,0,0,0,0,0,0,0,0,0,1,0
Ningyou no Yakata,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tell Your World,1712.5,0,0,0,0,0,0,0,0,0,2,0,0
Ace wo Nerae!: Final Stage,2238.5,1,0,0,0,1,0,0,0,0,0,0,0
Soul Eater NOT!,3613.5,1,0,0,0,0,0,0,0,0,0,1,0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,396.3333333333333,1,0,1,0,1,0,0,0,0,0,0,0
Sei Yariman Sisters Pakopako Nikki The Animation,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
Tokineiro,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cele Kano,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,6483.0,0,1,0,0,0,0,0,0,0,0,0,0
Pia Carrot e Youkoso!! 2 DX,7356.0,0,1,0,0,0,0,0,0,0,0,0,0
Senkou no Night Raid: Yogen,3792.0,0,0,0,0,0,0,0,0,0,0,0,1
Oneechan ga Kita,5517.5,1,1,0,0,0,0,0,0,0,0,0,0
30th Gundam Perfect Mission,763.0,0,0,0,0,0,0,1,0,0,0,0,0
Urda,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Grope: Yami no naka no Kotoritachi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Michiko to Hatchin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Devil Survivor 2 The Animation,1743.0,2,0,0,0,0,0,1,0,0,0,0,0
Kenkou Zenrakei Suieibu Umishou,2725.0,1,0,0,0,0,0,0,0,0,0,0,0
Violence Jack: Jigoku Gai-hen,4191.5,2,1,0,0,1,0,0,0,0,0,0,0
Kijoku: Princess Double Kari,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Shikkaku Ishi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto: Shippuuden Movie 6 - Road to Ninja,112.33333333333333,2,0,0,0,0,0,0,0,0,0,1,0
Room Mate,8121.0,0,0,0,0,0,0,1,0,0,0,0,0
Goku Sayonara Zetsubou Sensei,583.0,1,1,0,0,1,0,0,0,0,0,0,0
Muramasa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,3966.0,0,0,0,0,0,0,0,0,0,0,1,0
Gakuen Tokusou Hikaruon,9976.666666666666,0,0,0,0,0,0,3,0,0,0,0,0
Kawasaki Frontale x Tentai Senshi Sunred,333.0,0,1,0,0,0,0,0,0,0,1,0,0
Tennis no Ouji-sama: Mini Theater,550.0,0,0,0,0,0,0,0,0,0,0,1,0
Karaoke Senshi Mike-tarou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rilu Rilu Fairilu: Yousei no Door,11875.0,0,1,0,0,0,0,0,0,0,0,0,0
Detective Conan OVA 09: The Stranger in 10 Years...,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Full Metal Panic? Fumoffu,374.75,2,0,0,0,0,0,0,0,0,0,2,0
Candy Candy,1445.75,1,0,2,0,0,1,0,0,0,0,0,0
Kimi to Boku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Wizard Girl Ambitious,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sakura Trick,3008.0,1,0,0,0,0,0,0,0,0,0,0,0
Fate/stay night Movie: Heaven&#039;s Feel - I. Presage Flower,561.8333333333334,1,1,0,3,1,0,0,0,0,0,0,0
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,451.0,0,0,0,0,0,0,1,0,0,0,0,0
H2,2182.0,1,0,0,0,0,0,0,0,0,0,0,0
IS: Infinite Stratos 2 - Infinite Wedding,4361.0,0,0,0,0,0,0,0,0,0,0,1,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,2014.5,0,1,0,1,1,0,1,0,0,0,0,0
Higurashi no Naku Koro ni Kaku: Outbreak,437.0,0,0,0,0,0,0,0,0,0,0,1,0
Utawarerumono: Itsuwari no Kamen Specials,2289.0,0,0,0,0,0,0,0,0,0,0,1,0
Junk Story: Tetsukuzu Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bakemonogatari Recap,191.0,0,0,0,0,0,0,0,0,0,0,0,1
Magic Kaito 1412,290.5,1,0,0,1,0,0,0,1,1,0,0,0
Tensai Bakavon: Yomigaeru Flanders no Inu,3711.5,0,0,0,0,0,0,2,0,0,0,0,0
Kimi dake no Boku de Iru kara,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Metal Fight Beyblade,4395.0,1,1,0,0,0,0,0,1,0,0,0,0
Red Baron,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yuru Camp△,564.0,1,0,1,0,0,0,0,0,0,0,0,0
No.6,1064.0,2,0,0,0,0,0,0,0,0,0,0,0
O-bake no... Holly,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shin Sei Yariman Gakuen Enkou Nikki The Animation,12919.0,0,0,0,0,1,0,1,0,0,0,0,0
Youjo Shenki Episode 0,2432.5,0,1,0,0,0,0,1,0,0,0,0,0
Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Touken Ranbu: Hanamaru,3956.5,1,1,0,0,0,1,0,0,1,0,0,0
Konjiki no Gash Bell!!: 101 Banme no Mamono,1252.0,0,0,0,0,0,0,0,0,0,0,1,0
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,438.0,0,0,0,0,0,0,0,0,0,0,1,0
Arbeit Shiyo!!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Brave Fire S0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aria The Natural,761.25,1,1,1,0,1,0,0,0,0,0,0,0
Tailenders,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rokudenashi Blues 1993,6659.0,1,0,0,0,1,0,0,0,0,0,0,0
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",0.0,1,0,0,0,0,0,0,0,0,0,0,0
Deadman Wonderland,2610.5,1,0,1,0,0,0,0,0,0,0,0,0
Tottemo! Luckyman,4215.0,1,0,0,0,0,0,0,0,0,0,0,0
Xabungle Graffiti,851.0,0,0,0,0,0,0,0,0,0,0,0,1
Nono-chan,1577.3333333333333,1,0,0,1,0,0,1,0,0,0,0,0
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",5975.0,2,0,0,0,0,0,1,0,0,0,0,0
Vividred Operation,5536.0,1,0,0,0,0,0,0,0,0,0,0,0
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,6052.5,0,0,0,0,0,0,1,0,0,0,1,0
Mahoutsukai no Yome: Hoshi Matsu Hito,238.0,1,1,0,0,0,0,0,0,0,0,0,0
Harumi-chan no Oita,0.0,0,0,0,0,0,0,0,0,0,0,0,0
